input_id,title,business_name,category,phone,website,review_rating,review_count,complete_address,extracted_email,email,google_maps_url,social_media_urls,priority,primary_problem,mistakes_text,audit_status,health_score,opportunity_score,critical_issue_count,high_issue_count,medium_issue_count,low_issue_count,ssl_valid,has_chatbot,has_whatsapp,has_lead_form,has_phone_cta,has_appointment_booking,has_trust_signals,has_local_schema,evidence,confidence,qualification_status,contactability_status,recommended_action,commercial_opportunity_score,secondary_problems,review_reason,passed_quality_gate,outreach_subject,outreach_message,audit_summary,email_verified
d586b98811743eac,Fitness First Bond St Platinum,Fitness First Bond St Platinum,Gym,+61 2 8215 0200,https://www.fitnessfirst.com.au/clubs/bond-st-platinum/,4.1,256.0,"l1/20 Bond St, Sydney NSW 2000, Australia",,,https://www.google.com/maps/place/Fitness+First+Bond+St+Platinum/data=!4m7!3m6!1s0x6b12ae3f89a31059:0x9bd9d5799c0228f5!8m2!3d-33.8642414!4d151.2084874!16s%2Fg%2F1tdx8vww!19sChIJWRCjiT-uEmsR9SgCnHnV2Zs,,HOT,Missing recommended security headers,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,OK,39.5,12.5,0,3.0,2,0,True,False,False,False,True,False,False,False,"High severity issues include missing recommended security headers, no AI chatbot, and no lead-capture form.",High,QUALIFIED,CONTACTABLE,PHONE_OUTREACH,12.5,"[""No AI chatbot or live-chat widget detected"", ""No lead-capture form detected"", ""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected""]",,1,Quick idea for Fitness First Bond St Platinum,"Hi there,
I was checking out Fitness First Bond St Platinum and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for Fitness First Bond St Platinum?","Health score 39.5/65 indicates moderate issues. No critical issues, but three high severity problems: missing security headers, no chatbot, and no lead‑capture form. Medium issues include missing WhatsApp click‑to‑chat link and appointment booking system.",not_checked
c9e6328bb832a455,168 Sydney City,168 Sydney City,Gym,+61 404 411 581,http://crossfit168.com.au/,4.9,223.0,"259 Sussex St, Sydney NSW 2000, Australia",example@mysite.com,,https://www.google.com/maps/place/168+Sydney+City/data=!4m7!3m6!1s0x1b48b657d01f833:0x37a9c9f40ce123e7!8m2!3d-33.8732886!4d151.2038967!16s%2Fg%2F11b6rx_6z1!19sChIJM_gBfWWLtAER5yPhDPTJqTc,,WARM,Missing recommended security headers,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,OK,47.6,20.0,0,2.0,3,0,True,False,False,True,False,False,False,True,"The audit identified that crossfit168.com.au is missing recommended security headers, which can expose the site to security risks and negatively impact SEO performance.",High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,20.0,"[""No AI chatbot or live-chat widget detected"", ""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected"", ""No clickable phone (tel:) link detected""]",,1,Quick idea for 168 Sydney City,"Hi there,
I was checking out 168 Sydney City and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for 168 Sydney City?","Health score 47.6/65 with 2 high‑severity issues (missing security headers, no live‑chat) and 3 medium issues (WhatsApp, booking, tel link). SSL is valid, local schema present, but lead form only. Opportunity score 20/100 suggests room for technical SEO and CRO improvements.",not_checked
81759aee3d10767b,Hiscoes Gym,Hiscoes Gym,Fitness center,+61 2 9699 9222,http://www.hiscoes.com.au/,4.7,215.0,"525 Crown St, Surry Hills NSW 2010, Australia",info@hiscoes.com.au,,https://www.google.com/maps/place/Hiscoes+Gym/data=!4m7!3m6!1s0x6b12ae1fd2f4c6c9:0xb966222e4c2d58b7!8m2!3d-33.8894197!4d151.2130374!16s%2Fg%2F1tfb6qgm!19sChIJycb00h-uEmsRt1gtTC4iZrk,,WARM,Missing recommended security headers,HIGH: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: Many images are missing alt text.; MEDIUM: No visible trust signals (testimonials/reviews) detected.,OK,44.6,55.0,0,1.0,4,0,True,True,False,True,True,False,False,True,Audit identified a HIGH severity issue: Missing recommended security headers.,High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,55.0,"[""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected"", ""Many images are missing alt text"", ""No visible trust signals (testimonials/reviews) detected""]",,1,Quick idea for Hiscoes Gym,"Hi there,
I was checking out Hiscoes Gym and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for Hiscoes Gym?","Health score: 44.6/65. Opportunity score: 55/100. Issues: 1 HIGH (missing security headers), 4 MEDIUM (no WhatsApp link, no booking system, missing image alt text, no visible trust signals). SSL valid, chatbot present, lead form and phone CTA available, but no appointment booking or trust signals.",not_checked
86e298c1146b910f,Plus Fitness 24/7,Plus Fitness 24/7,Fitness center,+61 2 9264 0777,https://www.plusfitness.com.au/gyms/market-st--sydney-cbd/,4.1,195.0,"25 Market St, Sydney NSW 2000, Australia",marketst@plusfitness.com.au,,https://www.google.com/maps/place/Plus+Fitness+24%2F7/data=!4m7!3m6!1s0x6b12ae3f00023d89:0xa41fe7dc7eb7da7d!8m2!3d-33.8710212!4d151.2049713!16s%2Fg%2F11b6dwfrc9!19sChIJiT0CAD-uEmsRfdq3ftznH6Q,,HOT,No lead-capture form detected,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,OK,51.1,20.0,0,3.0,2,0,True,False,False,False,True,False,False,True,"The audit identified three high‑severity issues: missing security headers, no AI chatbot/live‑chat, and no lead‑capture form. Additionally, medium‑severity gaps include lack of WhatsApp click‑to‑chat and appointment booking. The site has SSL, phone CTA, and local schema but lacks key conversion tools.",High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,20.0,"[""Missing recommended security headers"", ""No AI chatbot or live-chat widget detected"", ""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected""]",,1,Quick idea for Plus Fitness 24/7,"Hi there,
I was checking out Plus Fitness 24/7 and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for Plus Fitness 24/7?","Health score 51.1/65 with three high‑severity issues (security headers, missing chatbot, missing lead form) and two medium gaps (WhatsApp, booking). Site is SSL‑secured and has phone CTA and local schema but lacks essential lead generation and engagement tools.",not_checked
aad50d486b8d07ff,Movement District,Movement District,Fitness center,+61 400 087 154,http://www.movement-district.com/,5.0,172.0,"Unit 1/114-118 New South Head Rd, Edgecliff NSW 2027, Australia",luke@movement-district.com,,https://www.google.com/maps/place/Movement+District/data=!4m7!3m6!1s0x6b12adefe7d297d5:0xfbea4b6c1c334ad6!8m2!3d-33.8779479!4d151.2346807!16s%2Fg%2F11mv4y9yt1!19sChIJ1ZfS5--tEmsR1kozHGxL6vs,,WARM,Missing recommended security headers,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: Page is missing a meta description.,OK,22.9,37.5,0,2.0,3,0,True,False,False,True,True,False,True,False,"The audit reports a HIGH severity issue: missing recommended security headers, along with other high and medium issues such as lack of live‑chat, WhatsApp link, booking system, and meta description.",High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,37.5,"[""No AI chatbot or live-chat widget detected"", ""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected"", ""Page is missing a meta description""]",,1,Quick idea for Movement District,"Hi there,
I was checking out Movement District and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for Movement District?","Health score 22.9/65 with 2 high, 3 medium issues. Critical issues: missing security headers and no live‑chat. Opportunities include adding WhatsApp link, booking system, and meta description to improve user experience and SEO.",not_checked
da693c0f95ebb286,Be Athletic City,Be Athletic City,Gym,+61 414 458 744,https://beathleticfitness.com.au/locations-sydney-CBD,5.0,157.0,"Basement Level, 28 Margaret St, Sydney NSW 2000, Australia",city@beathleticfitness.com.au,,https://www.google.com/maps/place/Be+Athletic+City/data=!4m7!3m6!1s0x6b12ae4128c8e3f1:0x1e997ce62c4ff898!8m2!3d-33.864912!4d151.205053!16s%2Fg%2F1pty80vc7!19sChIJ8ePIKEGuEmsRmPhPLOZ8mR4,,HOT,Missing recommended security headers,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,OK,25.8,12.5,0,3.0,2,0,True,False,False,False,True,False,False,False,"Audit shows HIGH severity missing security headers, no AI chatbot, and no lead-capture form; MEDIUM severity missing WhatsApp link and appointment booking.",High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,12.5,"[""No AI chatbot or live-chat widget detected"", ""No lead-capture form detected"", ""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected""]",,1,Quick idea for Be Athletic City,"Hi there,
I was checking out Be Athletic City and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for Be Athletic City?","Health score 25.8/65, opportunity score 12.5/100. No critical issues. High issues: missing security headers, no AI chatbot, no lead-capture form. Medium issues: no WhatsApp click-to-chat link, no appointment/booking system.",not_checked
09a7995092d62f2d,UN1T GYM Alexandria,UN1T GYM Alexandria,Gym,+61 422 615 121,https://un1t.com/au/sydney/,5.0,157.0,"Unit 39-40/112 McEvoy St, Alexandria NSW 2015, Australia",alexandria@un1t.com,,https://www.google.com/maps/place/UN1T+GYM+Alexandria/data=!4m7!3m6!1s0x6b12b12184947963:0xcc9d9c58cd5e03e!8m2!3d-33.9031263!4d151.1963114!16s%2Fg%2F11rwmm_916!19sChIJY3mUhCGxEmsRPuDVjMXZyQw,,WARM,Missing recommended security headers,HIGH: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,OK,32.7,57.5,0,1.0,4,0,True,True,False,True,False,False,True,False,Audit shows a HIGH severity issue: Missing recommended security headers.,High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,57.5,"[""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected"", ""No clickable phone (tel:) link detected"", ""Many images are missing alt text""]",,1,Quick idea for UN1T GYM Alexandria,"Hi there,
I was checking out UN1T GYM Alexandria and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for UN1T GYM Alexandria?","The site scores 32.7/65 health and 57.5/100 opportunity. Critical issues are absent, but there is one HIGH severity problem (missing security headers) and four MEDIUM issues (no WhatsApp link, no booking system, no tel: link, missing image alt text). SSL is valid, a chatbot is present, and trust signals exist, but local schema and phone CTA are lacking.",not_checked
479d848e6af391d8,Newtown Gym,Newtown Gym,Fitness center,+61 2 9519 6969,http://www.thenewtowngym.com/,4.5,146.0,"level 1/294 King St, Newtown NSW 2042, Australia",admin@newtowngym.com.au,,https://www.google.com/maps/place/Newtown+Gym/data=!4m7!3m6!1s0x6b12b031491a34cf:0xf5e51b28071c88f6!8m2!3d-33.8967004!4d151.1798987!16s%2Fg%2F1tr7jjsp!19sChIJzzQaSTGwEmsR9ogcBygb5fU,,HOT,No lead-capture form detected.,HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,OK,41.1,5.0,0,2.0,3,0,True,False,False,False,False,False,False,True,The audit identified a high‑severity issue: no lead‑capture form on the website.,High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,5.0,"[""No AI chatbot or live-chat widget detected."", ""Missing recommended security headers."", ""No WhatsApp click-to-chat link detected."", ""No appointment/booking system detected.""]",,1,Quick idea for Newtown Gym,"Hi there,
I was checking out Newtown Gym and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for Newtown Gym?","Health score is 41.1/65 with two high‑severity issues (no lead‑capture form, no live‑chat) and three medium issues (security headers, WhatsApp link, booking system). SSL is valid and local schema is present, but key conversion tools are missing.",not_checked
f577b7107090569f,Balmain Fitness,Balmain Fitness,Fitness center,+61 2 9818 3555,http://www.balmainfitness.com.au/,4.6,134.0,"level 1/597 Darling St, Rozelle NSW 2039, Australia",info@balmainfitness.com.au,,https://www.google.com/maps/place/Balmain+Fitness/data=!4m7!3m6!1s0x6b12afc8d15c372b:0xb6e1eede63d5bdb5!8m2!3d-33.8605662!4d151.1715679!16s%2Fg%2F1tg8jwy5!19sChIJKzdc0civEmsRtb3VY97u4bY,,HOT,Missing recommended security headers,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,OK,43.1,30.0,0,2.0,3,0,True,False,False,True,False,False,True,True,The audit identified HIGH severity issues: Missing recommended security headers and No AI chatbot or live-chat widget detected.,High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,30.0,"[""No AI chatbot or live-chat widget detected."", ""No WhatsApp click-to-chat link detected."", ""No appointment/booking system detected."", ""No clickable phone (tel:) link detected.""]",,1,Quick idea for Balmain Fitness,"Hi there,
I was checking out Balmain Fitness and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for Balmain Fitness?","Health Score: 43.1/65.0, Opportunity Score: 30.0/100.0. Critical issues: 0. High issues: 2 (Missing security headers, No AI chatbot). Medium issues: 3 (WhatsApp link, appointment booking, clickable phone link).",not_checked
333fbe35e1de4ab2,Steed Fitness Chippendale,Steed Fitness Chippendale,Gym,+61 426 775 706,http://www.steedfitness.com.au/,4.9,126.0,"Ste 1/36-42 Chippen St, Chippendale NSW 2008, Australia",,,https://www.google.com/maps/place/Steed+Fitness+Chippendale/data=!4m7!3m6!1s0x6b12b1b21393b9d1:0x64616f856a8dba6!8m2!3d-33.8882015!4d151.2006682!16s%2Fg%2F11j4nsq1lg!19sChIJ0bmTE7KxEmsRptuoVvgWRgY,,HOT,Missing recommended security headers,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: Many images are missing alt text.; MEDIUM: No visible trust signals (testimonials/reviews) detected.,OK,43.1,45.0,0,2.0,3,0,True,False,False,True,True,True,False,True,The audit identified two HIGH severity issues: missing recommended security headers and lack of an AI chatbot or live‑chat widget.,Medium,QUALIFIED,CONTACTABLE,PHONE_OUTREACH,45.0,"[""No AI chatbot or live-chat widget detected"", ""No WhatsApp click-to-chat link detected"", ""Many images are missing alt text"", ""No visible trust signals (testimonials/reviews) detected""]",website fetch failed - verify site manually before outreach,1,Quick idea for Steed Fitness Chippendale,"Hi there,
I was checking out Steed Fitness Chippendale and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for Steed Fitness Chippendale?","Health score: 43.1/65. Opportunity score: 45/100. Critical issues: 0. High issues: 2 (missing security headers, no live‑chat). Medium issues: 3 (WhatsApp link, missing alt text, no trust signals). The site has SSL, phone CTA, appointment booking, and local schema but lacks visible trust signals and chatbot functionality.",not_checked
5bfaebd2f039803c,BBB Gym Waterloo,BBB Gym Waterloo,Gym,+61 480 017 190,https://bbbgym.com/waterloo_gym/,5.0,118.0,"Unit 3/198-222 Young St, Waterloo NSW 2017, Australia",,,https://www.google.com/maps/place/BBB+Gym+Waterloo/data=!4m7!3m6!1s0x6b12b1c2ceda118b:0x4ccc58dd491e384a!8m2!3d-33.8994682!4d151.2085766!16s%2Fg%2F1td2mn5x!19sChIJixHazsKxEmsRSjgeSd1YzEw,,HOT,Missing recommended security headers,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,OK,45.5,55.0,0,1.0,4,0,True,True,False,True,False,False,True,True,"The audit flagged a HIGH severity issue: missing recommended security headers, and several MEDIUM issues including mixed content, missing WhatsApp link, no booking system, and no tel: link.",High,QUALIFIED,CONTACTABLE,PHONE_OUTREACH,55.0,"[""Mixed content: some resources load over insecure HTTP on an HTTPS page."", ""No WhatsApp click-to-chat link detected."", ""No appointment/booking system detected."", ""No clickable phone (tel:) link detected.""]",website fetch failed - verify site manually before outreach,1,Quick idea for BBB Gym Waterloo,"Hi there,
I was checking out BBB Gym Waterloo and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for BBB Gym Waterloo?","Health score 45.5/65, opportunity score 55/100, 1 high severity issue (missing security headers) and 4 medium issues (mixed content, no WhatsApp link, no booking system, no tel: link).",not_checked
3f71ce8902821297,Snap Fitness 24/7 Sydney City,Snap Fitness 24/7 Sydney City,Gym,+61 451 433 436,https://www.snapfitness.com/au/gyms/sydney-city,4.0,117.0,"35 Clarence St, Sydney NSW 2000, Australia",sydneycity@snapfitness.com.au,,https://www.google.com/maps/place/Snap+Fitness+24%2F7+Sydney+City/data=!4m7!3m6!1s0x6b12ae4132efffff:0x9b6fd71ea6774415!8m2!3d-33.8642648!4d151.2045525!16s%2Fg%2F11gh2w61t7!19sChIJ___vMkGuEmsRFUR3ph7Xb5s,,HOT,No lead-capture form detected,HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,OK,37.3,15.0,0,2.0,3,0,True,False,False,False,True,False,False,False,The audit identified a high severity issue: no lead-capture form detected on the website.,High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,15.0,"[""No AI chatbot or live-chat widget detected"", ""Missing recommended security headers"", ""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected""]",,1,Quick idea for Snap Fitness 24/7 Sydney City,"Hi there,
I was checking out Snap Fitness 24/7 Sydney City and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for Snap Fitness 24/7 Sydney City?","Health score: 37.3/65, Opportunity score: 15/100. Critical issues: none. High issues: missing lead-capture form and live-chat widget. Medium issues: missing security headers, no WhatsApp click-to-chat link, no appointment/booking system.",not_checked
dc042f92eeb129f2,Sydney Strength Training,Sydney Strength Training,Gym,+61 435 347 435,http://www.sydneystrengthtraining.com.au/,5.0,110.0,"Unit B2/1 Cahill St, Annandale NSW 2038, Australia",train@sydneystrengthtraining.com.au,,https://www.google.com/maps/place/Sydney+Strength+Training/data=!4m7!3m6!1s0x6b12b025e4d22807:0x53c2a4ff5d4a4cfc!8m2!3d-33.8871726!4d151.1725769!16s%2Fg%2F11b5wlc5c3!19sChIJByjS5CWwEmsR_ExKXf-kwlM,,WARM,Missing recommended security headers,HIGH: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,OK,33.9,45.0,0,1.0,4,0,True,True,False,True,False,False,False,True,The audit flagged a HIGH severity issue: Missing recommended security headers.,High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,45.0,"[""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected"", ""No clickable phone (tel:) link detected"", ""Many images are missing alt text""]",,1,Quick idea for Sydney Strength Training,"Hi there,
I was checking out Sydney Strength Training and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for Sydney Strength Training?","Health Score: 33.9/65.0, Opportunity Score: 45.0/100.0. Issues: 1 HIGH (missing security headers), 4 MEDIUM (WhatsApp link, booking system, tel: link, missing alt text). No critical issues.",not_checked
376ff8ba299c8eab,NYF GYM,NYF GYM,Gym,+61 450 020 122,http://nyfgym.com.au/,4.8,103.0,"290 Victoria St, Darlinghurst NSW 2010, Australia",,,https://www.google.com/maps/place/NYF+GYM/data=!4m7!3m6!1s0x6b12ae071c630ab1:0xdfe48cd9efb4d4e4!8m2!3d-33.876246!4d151.2221526!16s%2Fg%2F11f3n1b0_v!19sChIJsQpjHAeuEmsR5NS079mM5N8,,HOT,Missing recommended security headers,HIGH: Missing recommended security headers.; MEDIUM: No XML sitemap found.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,OK,30.6,50.0,0,1.0,4,0,True,True,False,True,False,False,True,False,The audit flagged a HIGH severity issue: Missing recommended security headers.,High,QUALIFIED,CONTACTABLE,PHONE_OUTREACH,50.0,"[""No XML sitemap found"", ""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected"", ""No clickable phone (tel:) link detected""]",website fetch failed - verify site manually before outreach,1,Quick idea for NYF GYM,"Hi there,
I was checking out NYF GYM and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for NYF GYM?","Health score is 30.6/65 with one high, four medium issues: missing security headers, no XML sitemap, no WhatsApp link, no booking system, and no tel: phone link. SSL is valid, chatbot present, lead form active, but lacks local schema and phone CTA.",not_checked
bcb6108c251c4b1d,Fitillion: Personalised Group Fitness,Fitillion,Gym,+61 2 7257 3337,https://fitillion.com/,5.0,95.0,"L2 Se 2/49-51 York St, Sydney NSW 2000, Australia",,,https://www.google.com/maps/place/Fitillion:+Personalised+Group+Fitness/data=!4m7!3m6!1s0x6b12ab73b7647075:0x8299468d0e2e198f!8m2!3d-33.8670322!4d151.2056228!16s%2Fg%2F11k3prj4kg!19sChIJdXBkt3OrEmsRjxkuDo1GmYI,,WARM,No lead-capture form detected,HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,OK,47.3,12.5,0,2.0,3,0,True,False,False,False,False,False,True,True,HIGH: No lead-capture form detected.,High,QUALIFIED,CONTACTABLE,PHONE_OUTREACH,12.5,"[""No AI chatbot or live-chat widget detected"", ""Missing recommended security headers"", ""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected""]",,1,Quick idea for Fitillion,"Hi there,
I was checking out Fitillion and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for Fitillion?","Fitillion’s site scores 47.3/65 health but has critical gaps: no lead‑capture form and no live‑chat, plus missing security headers, WhatsApp link, and booking system. These issues limit conversion and user trust.",not_checked
7fabfa8f485c0dcc,Prime Strength,Prime Strength,Gym,+61 428 877 307,http://www.primestrength.com.au/,4.7,85.0,"1/228 Elizabeth St, Surry Hills NSW 2010, Australia",info@primestrength.com.au,,https://www.google.com/maps/place/Prime+Strength/data=!4m7!3m6!1s0x6b12af875906cb5d:0x27e2abaebf47cd72!8m2!3d-33.8805751!4d151.2090931!16s%2Fg%2F11n364ctjw!19sChIJXcsGWYevEmsRcs1Hv66r4ic,,WARM,No lead-capture form detected,HIGH: Missing recommended security headers.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: Many images are missing alt text.,OK,43.1,37.5,0,2.0,3,0,True,True,False,False,True,False,False,True,"The audit reports a HIGH severity issue: No lead-capture form detected, and another HIGH issue: Missing recommended security headers. Additional MEDIUM issues include missing alt text, no WhatsApp link, and no booking system.",High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,37.5,"[""Missing recommended security headers"", ""Many images are missing alt text"", ""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected""]",,1,Quick idea for Prime Strength,"Hi there,
I was checking out Prime Strength and noticed something that may be costing you enquiries.
When someone visits your website outside business hours, there doesn't seem to be an easy way for them to ask a question or enquire right away. A potential member could simply leave and move on.
I build simple website + WhatsApp AI systems that answer questions, capture leads, and follow up automatically — even when your team is offline.
Would you be open to a quick 60-second walkthrough of how this could work for Prime Strength?","Prime Strength’s site scores 43.1/65 health and 37.5/100 opportunity. Critical issues are absent, but there are two HIGH severity problems: missing security headers and no lead‑capture form. Additional medium issues include missing alt text, no WhatsApp link, and no booking system. The site has SSL, a chatbot, phone CTA, and local schema, but lacks trust signals and lead generation tools.",not_checked
